,Symbol,Name,Stock Exchange,RBICS Economy,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,ESG Rating
0,A,"Agilent Technologies, Inc.",NYSE,Healthcare,"5,236.0",10.0,5.5,6.6,AAA,High
1,AAL,"American Airlines Group, Inc.",NASDAQ,Industrials,"33,361.0",3.3,5.1,2.5,CCC,Low
2,AAN,"Aaron's, Inc.",NYSE,Consumer Cyclicals,"4,098.8",3.4,6.2,4.8,A,High
3,AAOI,"Applied Optoelectronics, Inc.",NASDAQ,Technology,200.4,,,,@NA,Low
4,AAON,"AAON, Inc.",NASDAQ,Industrials,499.2,5.5,7.0,8.4,A,High
5,AAP,"Advance Auto Parts, Inc.",NYSE,Consumer Cyclicals,"9,454.8",2.0,5.4,4.6,BBB,Low
6,AAPL,Apple Inc.,NASDAQ,Technology,"273,420.0",3.8,4.6,5.5,A,High
7,AAT,"American Assets Trust, Inc.",NYSE,Finance,370.9,6.3,6.2,1.4,BB,Low
8,AAWW,"Atlas Air Worldwide Holdings, Inc.",NASDAQ,Industrials,"2,864.3",1.8,6.3,6.7,B,Low
9,AAXN,Axon Enterprise Inc,NASDAQ,Industrials,591.1,3.6,5.9,4.1,A,High
10,ABBV,"AbbVie, Inc.",NYSE,Healthcare,"36,227.0",4.9,5.6,5.0,A,High
11,ABC,AmerisourceBergen Corporation,NYSE,Healthcare,"186,287.0",10.0,5.1,3.0,BBB,Low
12,ABCB,Ameris Bancorp,NASDAQ,Finance,"1,070.2",1.2,6.7,4.0,BBB,Low
13,ABG,"Asbury Automotive Group, Inc.",NYSE,Consumer Cyclicals,"6,788.4",1.8,7.3,4.4,BBB,Low
14,ABM,ABM Industries Incorporated,NYSE,Business Services,"6,405.0",8.3,5.6,5.7,BBB,Low
15,ABMD,"ABIOMED, Inc.",NASDAQ,Healthcare,798.1,6.3,4.1,6.7,A,High
16,ABT,Abbott Laboratories,NYSE,Healthcare,"31,444.0",10.0,5.0,4.1,BBB,Low
17,ABTX,"Allegiance Bancshares, Inc.",NASDAQ,Finance,245.3,1.2,6.8,3.7,BB,Low
18,ACA,Arcosa Inc,NYSE,Industrials,"1,878.6",4.2,4.7,2.3,BBB,Low
19,ACC,"American Campus Communities, Inc.",NYSE,Finance,916.8,5.2,6.7,5.0,BBB,Low
20,ACHC,"Acadia Healthcare Company, Inc.",NASDAQ,Healthcare,"3,090.6",6.5,4.2,4.2,BBB,Low
21,ACIW,"ACI Worldwide, Inc.",NASDAQ,Technology,"1,346.2",4.6,7.3,5.3,AA,High
22,ACLS,"Axcelis Technologies, Inc.",NASDAQ,Technology,419.1,2.3,5.4,6.1,B,Low
23,ACM,AECOM,NYSE,Industrials,"14,786.6",4.8,5.2,5.2,AA,High
24,ACN,Accenture Plc Class A,NYSE,Technology,"44,547.4",6.7,6.8,5.3,AAA,High
25,ADBE,Adobe Inc.,NASDAQ,Technology,"12,010.7",3.8,5.9,6.9,AA,High
26,ADC,Agree Realty Corporation,NYSE,Finance,231.4,4.3,5.2,4.6,BB,Low
27,ADI,"Analog Devices, Inc.",NASDAQ,Technology,"5,544.0",5.6,4.7,6.0,BBB,Low
28,ADM,Archer-Daniels-Midland Company,NYSE,Consumer Non-Cyclicals,"64,277.0",5.9,4.8,3.7,A,High
29,ADNT,Adient plc,NYSE,Consumer Cyclicals,"12,994.0",2.8,5.9,3.7,B,Low
30,ADP,"Automatic Data Processing, Inc.",NASDAQ,Business Services,"14,589.8",10.0,6.2,4.4,A,High
31,ADS,Alliance Data Systems Corporation,NYSE,Finance,"5,259.7",10.0,6.7,2.3,BB,Low
32,ADSK,"Autodesk, Inc.",NASDAQ,Technology,"3,407.7",4.9,6.8,5.9,AA,High
33,ADTN,"ADTRAN, Inc.",NASDAQ,Technology,473.1,2.5,6.6,6.1,AA,High
34,ADUS,Addus HomeCare Corporation,NASDAQ,Healthcare,734.6,5.1,4.1,5.9,A,High
35,AEE,Ameren Corporation,NYSE,Utilities,"5,813.0",5.3,6.8,4.7,BBB,Low
36,AEGN,Aegion Corporation,NASDAQ,Industrials,"1,150.7",6.3,4.5,3.6,A,High
37,AEIS,"Advanced Energy Industries, Inc.",NASDAQ,Technology,"1,168.7",4.9,6.8,3.7,BB,Low
38,AEL,American Equity Investment Life Holding Company,NYSE,Finance,"2,358.6",3.2,6.6,3.6,BB,Low
39,AEO,"American Eagle Outfitters, Inc.",NYSE,Consumer Cyclicals,"3,973.6",4.9,3.9,5.3,A,High
40,AEP,"American Electric Power Company, Inc.",NYSE,Utilities,"15,153.5",6.1,6.0,5.8,A,High
41,AES,AES Corporation,NYSE,Utilities,"9,613.0",6.1,6.4,6.7,AA,High
42,AFG,"American Financial Group, Inc.",NYSE,Finance,"7,361.0",4.8,5.3,4.2,BB,Low
43,AFL,Aflac Incorporated,NYSE,Finance,"21,708.0",5.3,6.8,4.1,BBB,Low
44,AGCO,AGCO Corporation,NYSE,Industrials,"8,558.1",5.4,2.8,5.4,BBB,Low
45,AGYS,"Agilysys, Inc.",NASDAQ,Consumer Services,152.2,3.1,7.3,2.4,B,Low
46,AHH,"Armada Hoffler Properties, Inc.",NYSE,Finance,337.4,6.6,4.8,4.7,BBB,Low
47,AIG,"American International Group, Inc.",NYSE,Finance,"47,735.0",3.8,6.0,4.1,BB,Low
48,AIN,Albany International Corp. Class A,NYSE,Industrials,990.6,3.9,4.7,5.2,BB,Low
49,AIR,AAR CORP.,NYSE,Industrials,"2,072.0",2.4,4.0,5.6,BBB,Low
50,AIT,"Applied Industrial Technologies, Inc.",NYSE,Industrials,"3,245.7",2.3,6.4,5.0,BB,Low
51,AIV,Apartment Investment & Management Co Class A,NYSE,Finance,903.2,4.7,4.8,3.0,B,Low
52,AIZ,"Assurant, Inc.",NYSE,Finance,"10,149.3",4.0,7.6,4.8,BBB,Low
53,AJG,Arthur J. Gallagher & Co.,NYSE,Finance,"6,834.3",8.1,6.0,5.1,BBB,Low
54,AJRD,"Aerojet Rocketdyne Holdings, Inc.",NYSE,Industrials,"1,993.3",3.4,5.0,5.8,A,High
55,AKAM,"Akamai Technologies, Inc.",NASDAQ,Technology,"3,041.1",9.1,5.8,3.6,BBB,Low
56,AKR,Acadia Realty Trust,NYSE,Finance,371.9,4.4,4.1,4.5,B,Low
57,ALB,Albemarle Corporation,NYSE,Non-Energy Materials,"3,375.2",3.6,6.7,2.9,BB,Low
58,ALE,"ALLETE, Inc.",NYSE,Utilities,"1,147.7",4.7,7.3,1.7,BB,Low
59,ALEX,"Alexander & Baldwin, Inc.",NYSE,Finance,353.8,5.6,4.0,6.2,BBB,Low
60,ALG,Alamo Group Inc.,NYSE,Industrials,"1,155.1",2.6,7.4,5.6,BBB,Low
61,ALGN,"Align Technology, Inc.",NASDAQ,Healthcare,"2,160.4",6.4,5.4,5.6,BBB,Low
62,ALGT,Allegiant Travel Company,NASDAQ,Industrials,"1,440.1",0.0,5.3,5.7,BB,Low
63,ALK,"Alaska Air Group, Inc.",NYSE,Industrials,"6,674.0",3.8,6.3,4.1,BBB,Low
64,ALL,Allstate Corporation,NYSE,Finance,"44,125.0",2.5,6.2,4.3,BBB,Low
65,ALLE,Allegion PLC,NYSE,Non-Energy Materials,"2,738.9",5.4,7.3,6.6,AA,High
66,ALRM,"Alarm.com Holdings, Inc.",NASDAQ,Technology,561.9,4.3,6.6,2.6,B,Low
67,ALXN,"Alexion Pharmaceuticals, Inc.",NASDAQ,Healthcare,"5,495.2",5.6,5.1,3.8,BB,Low
68,AM,Antero Midstream Corp.,NYSE,Energy,"1,038.5",5.0,4.4,6.4,BB,Low
69,AMAG,"AMAG Pharmaceuticals, Inc.",NASDAQ,Healthcare,297.0,4.9,4.0,4.1,BB,Low
70,AMAT,"Applied Materials, Inc.",NASDAQ,Technology,"16,268.0",3.5,7.0,8.2,AA,High
71,AMBC,"Ambac Financial Group, Inc.",NYSE,Finance,347.2,6.4,4.5,2.2,B,Low
72,AMCR,Amcor PLC,NYSE,Non-Energy Materials,,7.1,7.4,2.9,AA,High
73,AMCX,AMC Networks Inc. Class A,NASDAQ,Consumer Services,"2,884.5",6.7,3.1,4.4,B,Low
74,AMD,"Advanced Micro Devices, Inc.",NASDAQ,Technology,"7,646.0",4.3,5.7,5.5,BBB,Low
75,AME,"AMETEK, Inc.",NYSE,Industrials,"4,795.6",4.5,5.4,4.2,B,Low
76,AMED,"Amedisys, Inc.",NASDAQ,Healthcare,"1,972.1",5.5,4.4,5.7,A,High
77,AMG,"Affiliated Managers Group, Inc.",NYSE,Finance,"2,083.1",10.0,6.5,4.0,BBB,Low
78,AMGN,Amgen Inc.,NASDAQ,Healthcare,"24,119.0",7.5,5.5,5.3,AA,High
79,AMN,"AMN Healthcare Services, Inc.",NYSE,Healthcare,"2,365.3",7.2,4.7,5.9,AA,High
80,AMP,"Ameriprise Financial, Inc.",NYSE,Finance,"13,716.0",8.7,6.0,4.4,BBB,Low
81,AMPH,Amphastar Pharmaceuticals Inc,NASDAQ,Healthcare,334.0,4.9,2.8,3.8,BB,Low
82,AMSF,"AMERISAFE, Inc.",NASDAQ,Finance,352.5,2.8,7.5,1.8,B,Low
83,AMT,American Tower Corporation,NYSE,Finance,"7,783.4",10.0,4.5,7.7,A,High
84,AMWD,American Woodmark Corporation,NASDAQ,Consumer Cyclicals,"1,650.3",5.3,5.3,3.6,BB,Low
85,AMZN,"Amazon.com, Inc.",NASDAQ,Consumer Non-Cyclicals,"321,782.0",4.0,6.9,3.7,BBB,Low
86,AN,"AutoNation, Inc.",NYSE,Consumer Cyclicals,"20,210.1",2.4,6.2,4.6,BBB,Low
87,ANDE,"Andersons, Inc.",NASDAQ,Consumer Non-Cyclicals,"7,611.6",0.0,5.5,4.0,BB,Low
88,ANET,"Arista Networks, Inc.",NYSE,Technology,"2,270.6",2.7,4.9,5.5,BBB,Low
89,ANF,Abercrombie & Fitch Co. Class A,NYSE,Consumer Cyclicals,"3,374.5",4.6,6.1,2.7,B,Low
90,ANGO,"AngioDynamics, Inc.",NASDAQ,Healthcare,264.2,6.3,3.8,6.1,BBB,Low
91,ANIK,"Anika Therapeutics, Inc.",NASDAQ,Healthcare,125.5,6.4,3.9,3.4,B,Low
92,ANIP,"ANI Pharmaceuticals, Inc.",NASDAQ,Healthcare,197.5,4.9,2.6,3.5,BB,Low
93,ANSS,"ANSYS, Inc.",NASDAQ,Technology,"1,520.8",4.8,6.0,4.2,A,High
94,ANTM,"Anthem, Inc.",NYSE,Healthcare,"113,044.0",10.0,5.6,2.9,BB,Low
95,AON,Aon Plc Class A,NYSE,Finance,"10,968.0",7.0,5.6,4.3,BB,Low
96,AOS,A. O. Smith Corporation,NYSE,Industrials,"2,779.9",6.5,2.8,6.4,BBB,Low
97,APA,Apache Corporation,NASDAQ,Energy,"5,159.0",3.8,5.4,4.6,BBB,Low
98,APD,"Air Products and Chemicals, Inc.",NYSE,Non-Energy Materials,"8,819.3",3.6,6.5,10.0,BBB,Low
99,APEI,"American Public Education, Inc.",NASDAQ,Consumer Non-Cyclicals,299.0,6.5,8.0,4.1,A,High
100,APH,Amphenol Corporation Class A,NYSE,Technology,"8,101.1",4.3,5.6,4.4,BBB,Low
101,APOG,"Apogee Enterprises, Inc.",NASDAQ,Non-Energy Materials,"1,321.2",4.3,7.0,5.8,BB,Low
102,APTV,Aptiv PLC,NYSE,Consumer Cyclicals,"12,341.0",6.0,7.8,4.2,AA,High
103,ARCB,ArcBest Corporation,NASDAQ,Industrials,"2,833.8",4.2,6.5,4.2,A,High
104,ARE,"Alexandria Real Estate Equities, Inc.",NYSE,Finance,"1,650.8",7.0,5.5,4.6,A,High
105,ARI,"Apollo Commercial Real Estate Finance, Inc.",NYSE,Finance,477.1,6.7,6.3,2.5,BB,Low
106,ARLO,"Arlo Technologies, Inc.",NYSE,Technology,360.4,,,,@NA,Low
107,ARNC,Arconic Corp.,NYSE,Non-Energy Materials,"6,311.0",3.3,6.0,4.7,A,High
108,AROC,Archrock Inc.,NYSE,Energy,960.9,6.1,5.4,4.1,BBB,Low
109,ARR,"ARMOUR Residential REIT, Inc.",NYSE,Finance,-196.5,7.0,4.8,3.3,B,Low
110,ARW,"Arrow Electronics, Inc.",NYSE,Technology,"27,404.2",4.1,3.6,5.0,BBB,Low
111,ARWR,"Arrowhead Pharmaceuticals, Inc.",NASDAQ,Healthcare,123.7,5.2,5.0,3.1,B,Low
112,ASB,Associated Banc-Corp,NYSE,Finance,"1,544.6",2.3,6.7,3.8,BB,Low
113,ASGN,ASGN Inc,NYSE,Business Services,"3,955.2",8.0,6.0,5.1,BBB,Low
114,ASH,"Ashland Global Holdings, Inc.",NYSE,Non-Energy Materials,"2,326.0",3.5,5.9,1.4,B,Low
115,ASIX,"AdvanSix, Inc.",NYSE,Non-Energy Materials,"1,173.0",2.8,6.7,1.6,B,Low
116,ASTE,"Astec Industries, Inc.",NASDAQ,Industrials,"1,093.2",3.8,7.4,5.8,A,High
117,ATGE,Adtalem Global Education Inc.,NYSE,Consumer Non-Cyclicals,"1,122.6",7.6,7.2,2.9,B,Low
118,ATI,Allegheny Technologies Incorporated,NYSE,Non-Energy Materials,"3,763.1",1.2,6.5,4.7,B,Low
119,ATNI,"ATN International, Inc.",NASDAQ,Telecommunications,447.7,6.7,4.6,4.4,B,Low
120,ATO,Atmos Energy Corporation,NYSE,Utilities,"2,789.9",2.2,6.9,7.5,BBB,Low
121,ATR,"Aptargroup, Inc.",NYSE,Non-Energy Materials,"2,793.5",7.7,6.0,3.1,A,High
122,ATVI,"Activision Blizzard, Inc.",NASDAQ,Technology,"6,954.0",6.0,5.8,5.2,BBB,Low
123,AVA,Avista Corporation,NYSE,Utilities,"1,317.2",6.2,7.0,3.7,A,High
124,AVAV,"AeroVironment, Inc.",NASDAQ,Industrials,367.3,3.7,4.3,5.1,BBB,Low
125,AVB,"AvalonBay Communities, Inc.",NYSE,Finance,"2,356.3",6.1,6.5,3.2,BBB,Low
126,AVD,American Vanguard Corporation,NYSE,Non-Energy Materials,455.9,3.5,6.5,0.0,B,Low
127,AVGO,Broadcom Inc.,NASDAQ,Technology,"22,891.0",6.5,6.6,2.1,B,Low
128,AVNS,"Avanos Medical, Inc.",NYSE,Healthcare,705.3,9.6,5.3,4.6,BB,Low
129,AVNT,Avient Corporation,NYSE,Non-Energy Materials,"2,379.6",3.8,5.9,4.2,BB,Low
130,AVT,"Avnet, Inc.",NASDAQ,Technology,"17,634.3",4.1,5.2,4.4,BBB,Low
131,AVY,Avery Dennison Corporation,NYSE,Non-Energy Materials,"6,785.8",4.7,5.8,5.7,BB,Low
132,AWK,"American Water Works Company, Inc.",NYSE,Utilities,"3,690.0",4.4,7.2,6.0,BBB,Low
133,AWR,American States Water Company,NYSE,Utilities,477.8,4.7,7.4,5.7,BBB,Low
134,AX,"Axos Financial, Inc.",NYSE,Finance,725.8,2.3,5.8,3.7,B,Low
135,AXL,"American Axle & Manufacturing Holdings, Inc.",NYSE,Consumer Cyclicals,"4,966.2",4.0,5.4,4.9,BBB,Low
136,AXP,American Express Company,NYSE,Finance,"43,275.0",10.0,7.9,4.8,AA,High
137,AYI,"Acuity Brands, Inc.",NYSE,Industrials,"3,373.2",7.2,5.5,6.7,AA,High
138,AZO,"AutoZone, Inc.",NYSE,Consumer Cyclicals,"12,074.4",2.5,5.9,2.7,B,Low
139,AZZ,AZZ Inc.,NYSE,Industrials,986.0,4.2,4.1,5.4,B,Low
140,B,Barnes Group Inc.,NYSE,Industrials,"1,309.8",3.3,6.7,6.9,A,High
141,BA,Boeing Company,NYSE,Industrials,"66,613.0",4.9,5.1,1.9,BB,Low
142,BAC,Bank of America Corp,NYSE,Finance,"107,611.0",6.3,4.4,4.5,BB,Low
143,BANC,Banc of California Incorporated,NYSE,Finance,304.0,0.9,7.1,3.3,B,Low
144,BANF,BancFirst Corporation,NASDAQ,Finance,476.4,1.3,6.2,4.4,BBB,Low
145,BANR,Banner Corporation,NASDAQ,Finance,613.9,1.4,7.4,4.1,BBB,Low
146,BAX,Baxter International Inc.,NYSE,Healthcare,"11,410.0",10.0,4.4,4.8,BB,Low
147,BBBY,Bed Bath & Beyond Inc.,NASDAQ,Consumer Cyclicals,"9,893.0",5.3,6.4,2.4,B,Low
148,BBY,"Best Buy Co., Inc.",NYSE,Consumer Cyclicals,"43,058.0",4.1,8.8,7.8,AAA,High
149,BC,Brunswick Corporation,NYSE,Consumer Cyclicals,"3,847.5",4.1,5.8,4.6,BB,Low
150,BCC,Boise Cascade Co.,NYSE,Industrials,"4,784.5",7.6,7.9,5.1,AAA,High
151,BCEI,Bonanza Creek Energy Inc,NYSE,Energy,251.4,1.2,6.9,3.6,B,Low
152,BCO,Brink's Company,NYSE,Business Services,"3,563.0",8.0,5.3,3.7,BB,Low
153,BCOR,"Blucora, Inc.",NASDAQ,Finance,722.9,6.7,6.8,2.8,B,Low
154,BCPC,Balchem Corporation,NASDAQ,Non-Energy Materials,672.9,4.0,7.0,1.9,BB,Low
155,BDC,Belden Inc.,NYSE,Technology,"1,794.9",3.8,6.0,3.9,BB,Low
156,BDN,Brandywine Realty Trust,NYSE,Finance,567.1,6.8,4.9,5.5,A,High
157,BDX,"Becton, Dickinson and Company",NYSE,Healthcare,"16,917.0",10.0,5.7,4.9,A,High
158,BEAT,"BioTelemetry, Inc.",NASDAQ,Healthcare,435.5,5.8,4.2,6.2,AA,High
159,BELFB,Bel Fuse Inc. Class B,NASDAQ,Technology,464.8,,,,@NA,Low
160,BEN,"Franklin Resources, Inc.",NYSE,Finance,"5,264.0",8.7,5.7,4.8,A,High
161,BF.B,Brown-Forman Corporation Class B,NYSE,Consumer Non-Cyclicals,"3,336.0",5.0,6.1,6.7,A,High
162,BFS,"Saul Centers, Inc.",NYSE,Finance,226.8,4.9,4.7,4.1,B,Low
163,BGS,"B&G Foods, Inc.",NYSE,Consumer Non-Cyclicals,"1,838.4",1.4,6.4,5.1,BB,Low
164,BHE,"Benchmark Electronics, Inc.",NYSE,Technology,"2,069.6",2.7,7.5,5.1,A,High
165,BHF,"Brighthouse Financial, Inc.",NASDAQ,Finance,"8,101.0",6.2,6.3,2.9,B,Low
166,BHLB,"Berkshire Hills Bancorp, Inc.",NYSE,Finance,548.0,1.9,6.5,3.8,BB,Low
167,BIG,"Big Lots, Inc.",NYSE,Consumer Non-Cyclicals,"5,466.5",2.7,7.1,4.7,BBB,Low
168,BIIB,Biogen Inc.,NASDAQ,Healthcare,"12,986.2",8.2,4.8,4.3,A,High
169,BIO,"Bio-Rad Laboratories, Inc. Class A",NYSE,Healthcare,"2,293.6",6.4,4.3,4.5,B,Low
170,BJ,"BJ's Wholesale Club Holdings, Inc.",NYSE,Consumer Non-Cyclicals,"13,845.2",2.2,5.5,4.8,BBB,Low
171,BJRI,"BJ's Restaurants, Inc.",NASDAQ,Consumer Services,952.4,4.9,4.0,4.5,BB,Low
172,BK,Bank of New York Mellon Corporation,NYSE,Finance,"19,761.0",10.0,5.7,5.8,AA,High
173,BKE,"Buckle, Inc.",NYSE,Consumer Cyclicals,814.4,2.7,4.7,4.9,BBB,Low
174,BKH,Black Hills Corporation,NYSE,Utilities,"1,667.2",4.4,6.3,3.9,BB,Low
175,BKNG,Booking Holdings Inc.,NASDAQ,Consumer Services,"11,297.0",6.4,6.5,3.6,BBB,Low
176,BKR,Baker Hughes Company Class A,NYSE,Energy,"22,390.0",8.1,5.0,8.6,AAA,High
177,BLD,TopBuild Corp.,NYSE,Industrials,"2,644.0",5.5,6.6,2.8,BB,Low
178,BLDR,"Builders FirstSource, Inc.",NASDAQ,Industrials,"7,477.3",7.0,5.1,6.4,A,High
179,BLK,"BlackRock, Inc.",NYSE,Finance,"15,158.0",10.0,6.6,5.6,AA,High
180,BLKB,"Blackbaud, Inc.",NASDAQ,Business Services,914.6,4.0,6.3,4.3,A,High
181,BLL,Ball Corporation,NYSE,Non-Energy Materials,"11,209.0",9.0,5.0,3.0,A,High
182,BLMN,"Bloomin' Brands, Inc.",NASDAQ,Consumer Services,"3,576.1",4.0,5.8,3.7,B,Low
183,BMI,"Badger Meter, Inc.",NYSE,Industrials,415.8,5.3,6.6,5.9,AA,High
184,BMY,Bristol-Myers Squibb Company,NYSE,Healthcare,"34,862.0",5.2,4.6,4.1,A,High
185,BNED,"Barnes & Noble Education, Inc.",NYSE,Consumer Cyclicals,"1,851.1",,,,@NA,Low
186,BOH,Bank of Hawaii Corporation,NYSE,Finance,748.5,1.9,7.1,4.5,A,High
187,BOOM,DMC Global Inc.,NASDAQ,Energy,303.2,5.1,5.2,6.0,BBB,Low
188,BOOT,"Boot Barn Holdings, Inc.",NYSE,Consumer Cyclicals,807.6,2.1,6.5,4.3,BB,Low
189,BPFH,"Boston Private Financial Holdings, Inc.",NASDAQ,Finance,391.2,2.5,8.0,3.0,BB,Low
190,BR,"Broadridge Financial Solutions, Inc.",NYSE,Business Services,"4,665.4",10.0,6.7,2.7,BBB,Low
191,BRC,Brady Corporation Class A,NYSE,Business Services,"1,124.8",4.5,5.8,7.0,A,High
192,BRK.B,Berkshire Hathaway Inc. Class B,NYSE,Finance,"248,445.0",5.8,3.7,3.7,BB,Low
193,BRKL,"Brookline Bancorp, Inc.",NASDAQ,Finance,363.9,1.2,7.4,3.5,BB,Low
194,BRKS,"Brooks Automation, Inc.",NASDAQ,Technology,850.3,3.7,5.9,5.0,BB,Low
195,BRO,"Brown & Brown, Inc.",NYSE,Finance,"2,495.0",7.3,6.3,3.6,BB,Low
196,BRX,"Brixmor Property Group, Inc.",NYSE,Finance,"1,094.7",5.4,7.3,3.7,BBB,Low
197,BSIG,"BrightSphere Investment Group, Inc.",NYSE,Finance,793.6,7.0,8.2,2.4,BB,Low
198,BSX,Boston Scientific Corporation,NYSE,Healthcare,"10,157.0",10.0,4.1,4.3,BB,Low
199,BWA,BorgWarner Inc.,NYSE,Consumer Cyclicals,"8,759.0",5.1,6.3,4.0,A,High
200,BXP,"Boston Properties, Inc.",NYSE,Finance,"2,909.8",8.1,5.2,3.6,A,High
201,BXS,BancorpSouth Bank,NYSE,Finance,"1,133.6",2.5,7.2,3.9,BBB,Low
202,BYD,Boyd Gaming Corporation,NYSE,Consumer Services,"2,543.1",2.2,4.4,5.5,BB,Low
203,C,Citigroup Inc.,NYSE,Finance,"101,033.0",7.4,4.1,5.2,BBB,Low
204,CABO,"Cable One, Inc.",NYSE,Telecommunications,"1,253.2",6.7,5.3,5.5,A,High
205,CACI,CACI International Inc Class A,NYSE,Business Services,"5,720.0",4.0,4.4,6.1,BB,Low
206,CADE,Cadence Bancorporation Class A,NYSE,Finance,902.3,1.5,7.4,3.7,BBB,Low
207,CAG,"Conagra Brands, Inc.",NYSE,Consumer Non-Cyclicals,"11,054.4",3.8,6.4,3.9,BBB,Low
208,CAH,"Cardinal Health, Inc.",NYSE,Healthcare,"152,915.0",10.0,5.4,4.9,A,High
209,CAKE,Cheesecake Factory Incorporated,NASDAQ,Consumer Services,"2,191.5",6.8,4.3,4.4,BB,Low
210,CAL,"Caleres, Inc.",NYSE,Consumer Cyclicals,"2,641.0",,,,@NA,Low
211,CALM,"Cal-Maine Foods, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,351.6",1.6,2.8,4.6,B,Low
212,CAMP,CalAmp Corp.,NASDAQ,Technology,357.3,,,,@NA,Low
213,CAR,"Avis Budget Group, Inc.",NASDAQ,Consumer Cyclicals,"7,428.0",7.2,4.2,3.7,AA,High
214,CARR,Carrier Global Corp.,NYSE,Industrials,,5.9,6.3,5.1,A,High
215,CASH,"Meta Financial Group, Inc.",NASDAQ,Finance,521.6,2.8,5.6,3.8,BB,Low
216,CASY,"Casey's General Stores, Inc.",NASDAQ,Consumer Cyclicals,"9,175.3",3.2,8.0,3.2,BB,Low
217,CAT,Caterpillar Inc.,NYSE,Industrials,"46,508.0",5.9,4.6,5.8,A,High
218,CATM,Cardtronics plc Class A,NASDAQ,Finance,"1,230.1",6.7,8.2,2.0,BB,Low
219,CATO,Cato Corporation Class A,NYSE,Consumer Cyclicals,695.7,2.1,5.7,3.6,B,Low
220,CATY,Cathay General Bancorp,NASDAQ,Finance,810.8,1.3,6.9,3.8,BB,Low
221,CB,Chubb Limited,NYSE,Finance,"34,465.0",7.0,3.8,3.2,BBB,Low
222,CBB,Cincinnati Bell Inc.,NYSE,Telecommunications,"1,532.9",6.2,5.1,5.4,BBB,Low
223,CBOE,Cboe Global Markets Inc,CBOE BZX,Finance,"3,064.2",9.0,5.8,1.7,BB,Low
224,CBRE,"CBRE Group, Inc. Class A",NYSE,Finance,"24,315.1",5.2,7.7,6.6,AA,High
225,CBRL,"Cracker Barrel Old Country Store, Inc.",NASDAQ,Consumer Services,"2,814.8",6.2,4.7,4.1,B,Low
226,CBSH,"Commerce Bancshares, Inc.",NASDAQ,Finance,"1,398.4",2.1,6.7,4.4,BBB,Low
227,CBT,Cabot Corporation,NYSE,Non-Energy Materials,"2,782.0",2.9,6.9,0.0,B,Low
228,CBU,"Community Bank System, Inc.",NYSE,Finance,618.7,2.3,7.4,3.6,BB,Low
229,CC,Chemours Co.,NYSE,Non-Energy Materials,"5,140.0",4.2,6.4,3.3,BB,Low
230,CCI,Crown Castle International Corp,NYSE,Finance,"5,655.0",7.5,4.2,6.7,BBB,Low
231,CCL.U,Carnival Corporation,NYSE,Consumer Services,"16,843.0",4.2,5.3,2.4,CCC,Low
232,CCMP,Cabot Microelectronics Corporation,NASDAQ,Non-Energy Materials,"1,120.7",3.1,5.4,7.7,BBB,Low
233,CCOI,Cogent Communications Holdings Inc,NASDAQ,Telecommunications,559.1,6.3,4.7,5.4,BB,Low
234,CCRN,"Cross Country Healthcare, Inc.",NASDAQ,Healthcare,851.1,,,,@NA,Low
235,CCS,"Century Communities, Inc.",NYSE,Consumer Cyclicals,"2,762.0",5.3,4.9,4.0,BBB,Low
236,CDAY,"Ceridian HCM Holding, Inc.",NYSE,Technology,839.4,3.7,3.1,5.6,BB,Low
237,CDK,CDK Global Inc,NASDAQ,Consumer Cyclicals,"1,960.1",2.9,6.0,2.8,BB,Low
238,CDNS,"Cadence Design Systems, Inc.",NASDAQ,Technology,"2,435.5",6.3,6.0,5.7,AA,High
239,CDW,CDW Corp.,NASDAQ,Technology,"18,199.5",2.3,8.4,2.1,BB,Low
240,CE,Celanese Corporation,NYSE,Non-Energy Materials,"5,671.0",5.0,7.5,2.3,BBB,Low
241,CEIX,CONSOL Energy Inc,NYSE,Energy,"1,120.1",,,,@NA,Low
242,CENT,Central Garden & Pet Company,NASDAQ,Consumer Cyclicals,"2,560.3",2.9,3.9,3.9,B,Low
243,CENX,Century Aluminum Company,NASDAQ,Non-Energy Materials,"1,696.5",0.5,4.3,6.6,BB,Low
244,CERN,Cerner Corporation,NASDAQ,Healthcare,"5,613.8",8.3,6.6,5.5,AA,High
245,CEVA,"CEVA, Inc.",NASDAQ,Technology,99.0,5.8,4.8,2.6,B,Low
246,CF,"CF Industries Holdings, Inc.",NYSE,Non-Energy Materials,"4,262.0",2.1,7.8,4.5,B,Low
247,CFG,"Citizens Financial Group, Inc.",NYSE,Finance,"7,313.0",1.5,7.7,4.0,BBB,Low
248,CFR,"Cullen/Frost Bankers, Inc.",NYSE,Finance,"1,549.2",1.5,6.8,5.0,A,High
249,CFX,Colfax Corporation,NYSE,Industrials,"3,171.6",4.3,5.1,2.7,B,Low
250,CGNX,Cognex Corporation,NASDAQ,Industrials,689.4,3.7,4.8,6.3,AA,High
251,CHCO,City Holding Company,NASDAQ,Finance,275.2,1.7,6.6,3.3,BB,Low
252,CHCT,"Community Healthcare Trust, Inc.",NYSE,Finance,68.1,4.9,6.6,2.1,B,Low
